key,press_time,release_time,dwell_time,flight_time
s,0.0,116.09,116.09,0.0
e,289.75,329.75,40.0,173.66
c,548.92,824.97,276.05,219.17
u,953.67,1074.77,121.1,128.7
r,1234.82,1400.55,165.72,160.06
e,1701.78,1925.82,224.04,301.23
p,2041.26,2100.11,58.85,115.44
a,2283.19,2557.28,274.09,183.08
s,2668.11,2759.36,91.25,110.82
s,2955.59,3164.63,209.04,196.24
w,3279.24,3392.64,113.39,114.62
o,3419.84,3538.78,118.94,27.2
r,3871.29,4071.63,200.35,332.51
d,4244.01,4378.51,134.5,172.37
1,4450.81,4596.01,145.2,72.3
2,4882.56,5179.47,296.91,286.55
3,5266.69,5533.66,266.96,87.22
