key,press_time,release_time,dwell_time,flight_time
s,0.0,91.65,91.65,0.0
e,201.15,272.97,71.82,109.5
c,396.75,466.69,69.94,123.78
u,563.86,641.79,77.93,97.17
r,736.03,812.72,76.69,94.24
e,923.71,1006.98,83.27,110.99
p,1088.83,1170.8,81.97,81.85
a,1268.85,1340.37,71.52,98.05
s,1447.74,1500.87,53.13,107.37
s,1572.02,1652.32,80.3,71.16
w,1730.11,1830.42,100.31,77.79
o,1953.06,2055.32,102.26,122.64
r,2180.33,2286.28,105.96,125.01
d,2351.16,2417.71,66.55,64.88
1,2546.95,2660.44,113.49,129.24
2,2758.75,2899.09,140.34,98.31
3,2993.76,3110.01,116.25,94.67
