key,press_time,release_time,dwell_time,flight_time
s,0.0,172.15,172.15,0.0
e,379.84,559.33,179.49,207.69
c,654.36,869.61,215.25,95.03
u,1224.23,1473.09,248.87,354.62
r,1732.99,1901.8,168.8,259.9
e,2097.44,2306.81,209.38,195.64
p,2574.83,2786.53,211.7,268.02
a,3013.75,3097.07,83.32,227.22
s,3249.07,3408.39,159.31,152.0
s,3662.8,3817.26,154.46,254.41
w,4082.91,4252.15,169.25,265.65
o,4444.03,4619.63,175.6,191.88
r,4779.26,5000.78,221.52,159.63
d,5125.17,5288.4,163.23,124.39
1,5558.47,5753.47,195.0,270.07
2,6003.53,6263.73,260.2,250.06
3,6477.48,6681.93,204.45,213.75
