key,press_time,release_time,dwell_time,flight_time
s,0.0,92.33,92.33,0.0
e,313.41,384.22,70.82,221.07
c,580.55,662.06,81.51,196.33
u,816.02,933.04,117.02,153.96
r,1053.25,1181.88,128.63,120.21
e,1307.48,1404.81,97.33,125.6
p,1568.4,1668.82,100.42,163.59
a,1846.35,1952.7,106.35,177.53
s,2065.11,2181.82,116.71,112.41
s,2313.1,2420.27,107.17,131.28
w,2554.84,2666.59,111.75,134.58
o,2868.31,2989.19,120.87,201.72
r,3070.5,3149.45,78.96,81.31
d,3292.96,3398.21,105.25,143.51
1,3563.97,3658.49,94.52,165.76
2,3736.79,3837.75,100.96,78.29
3,3965.47,4113.69,148.21,127.72
