key,press_time,release_time,dwell_time,flight_time
s,0.0,80.29,80.29,0.0
e,158.51,215.12,56.61,78.22
c,261.69,359.22,97.54,46.56
u,436.46,532.37,95.91,77.23
r,591.27,692.48,101.22,58.9
e,784.61,870.71,86.1,92.13
p,969.64,1030.24,60.6,98.93
a,1141.38,1211.57,70.2,111.14
s,1261.79,1326.71,64.91,50.22
s,1422.6,1516.48,93.88,95.89
w,1653.27,1735.06,81.79,136.79
o,1857.08,1981.26,124.18,122.02
r,2094.05,2175.29,81.23,112.79
d,2247.75,2337.73,89.98,72.46
1,2472.35,2563.46,91.1,134.62
2,2643.97,2730.66,86.69,80.51
3,2826.81,2941.7,114.9,96.14
