key,press_time,release_time,dwell_time,flight_time
s,0.0,108.61,108.61,0.0
e,333.13,421.25,88.12,224.52
c,526.04,683.6,157.56,104.79
u,847.23,972.09,124.86,163.63
r,1067.72,1208.01,140.29,95.63
e,1358.43,1452.39,93.96,150.41
p,1563.14,1697.95,134.81,110.75
a,1875.43,2016.41,140.98,177.48
s,2099.93,2237.05,137.11,83.53
s,2351.8,2509.2,157.4,114.75
w,2604.84,2767.14,162.31,95.64
o,2843.55,3034.74,191.19,76.41
r,3100.0,3230.96,130.96,65.26
d,3316.76,3414.03,97.27,85.8
1,3506.64,3681.07,174.43,92.6
2,3781.36,3932.46,151.11,100.29
3,4026.38,4158.38,132.0,93.92
