key,press_time,release_time,dwell_time,flight_time
s,0.0,81.91,81.91,0.0
e,164.79,253.64,88.85,82.88
c,361.57,455.37,93.79,107.94
u,543.85,619.15,75.3,88.48
r,724.1,838.41,114.31,104.95
e,909.0,995.62,86.62,70.59
p,1032.15,1124.1,91.95,36.53
a,1226.06,1319.09,93.03,101.96
s,1439.76,1502.17,62.41,120.67
s,1573.88,1648.25,74.37,71.71
w,1746.07,1826.11,80.04,97.82
o,1905.8,1980.03,74.23,79.69
r,2086.45,2193.23,106.77,106.42
d,2246.75,2318.04,71.29,53.53
1,2384.32,2479.53,95.21,66.28
2,2547.21,2662.94,115.73,67.68
3,2725.9,2849.92,124.02,62.95
