key,press_time,release_time,dwell_time,flight_time
s,0.0,110.2,110.2,0.0
e,246.82,477.86,231.04,136.62
c,687.61,862.07,174.46,209.75
u,1067.39,1270.62,203.24,205.32
r,1500.58,1626.61,126.02,229.96
e,1778.98,1993.86,214.89,152.37
p,2202.6,2465.34,262.74,208.74
a,2637.25,2797.34,160.08,171.91
s,3077.55,3330.97,253.42,280.21
s,3541.87,3771.48,229.6,210.91
w,4055.17,4170.72,115.55,283.7
o,4397.41,4511.28,113.87,226.69
r,4714.04,4903.52,189.48,202.77
d,5088.86,5305.03,216.17,185.34
1,5492.75,5773.15,280.4,187.72
2,5946.1,6150.15,204.06,172.94
3,6244.67,6461.35,216.68,94.51
