key,press_time,release_time,dwell_time,flight_time
s,0.0,48.18,48.18,0.0
e,144.73,270.08,125.35,96.55
c,342.36,423.94,81.57,72.28
u,484.87,528.56,43.69,60.94
r,625.87,703.47,77.6,97.31
e,758.22,867.97,109.75,54.75
p,965.18,1077.99,112.81,97.21
a,1191.33,1268.28,76.95,113.34
s,1330.85,1426.83,95.99,62.56
s,1541.34,1613.23,71.89,114.51
w,1737.02,1832.59,95.58,123.79
o,1909.27,1981.36,72.09,76.68
r,2122.47,2233.82,111.34,141.11
d,2329.94,2407.83,77.9,96.12
1,2453.97,2567.18,113.2,46.14
2,2650.65,2747.77,97.12,83.47
3,2842.99,2943.03,100.04,95.23
