key,press_time,release_time,dwell_time,flight_time
s,0.0,86.31,86.31,0.0
e,193.96,294.93,100.97,107.65
c,390.83,468.89,78.06,95.91
u,550.38,619.34,68.96,81.49
r,733.89,800.02,66.13,114.55
e,884.75,980.42,95.67,84.73
p,1079.66,1158.32,78.65,99.25
a,1298.83,1371.3,72.47,140.52
s,1462.74,1526.39,63.65,91.44
s,1608.26,1709.77,101.52,81.87
w,1870.89,1966.36,95.48,161.11
o,2069.53,2183.08,113.55,103.17
r,2284.72,2378.13,93.41,101.64
d,2444.12,2530.4,86.29,65.99
1,2570.68,2660.85,90.17,40.28
2,2760.63,2874.04,113.41,99.77
3,3015.91,3117.05,101.14,141.88
