key,press_time,release_time,dwell_time,flight_time
s,0.0,44.0,44.0,0.0
e,109.02,179.45,70.43,65.02
c,253.28,322.61,69.34,73.82
u,393.25,451.31,58.07,70.63
r,533.73,589.03,55.3,82.42
e,679.2,755.04,75.84,90.17
p,836.12,901.49,65.36,81.09
a,972.12,1053.29,81.17,70.63
s,1125.22,1173.51,48.29,71.93
s,1236.95,1289.83,52.88,63.45
w,1376.93,1437.01,60.08,87.1
o,1514.44,1572.66,58.22,77.43
r,1659.44,1741.66,82.22,86.78
d,1803.73,1866.73,63.0,62.07
1,1957.13,2023.08,65.95,90.4
2,2107.23,2181.1,73.87,84.15
3,2280.6,2353.48,72.88,99.49
