key,press_time,release_time,dwell_time,flight_time
s,0.0,90.32,90.32,0.0
e,217.0,310.13,93.13,126.69
c,406.26,491.31,85.06,96.13
u,563.1,647.5,84.4,71.78
r,727.19,818.85,91.66,79.69
e,895.92,984.51,88.59,77.07
p,1100.14,1204.57,104.43,115.63
a,1354.74,1456.55,101.81,150.16
s,1554.66,1653.87,99.21,98.11
s,1737.2,1803.18,65.98,83.33
w,1876.46,1967.98,91.52,73.28
o,2047.56,2144.62,97.06,79.58
r,2184.76,2238.31,53.54,40.15
d,2340.03,2404.2,64.16,101.73
1,2504.49,2561.09,56.6,100.29
2,2657.75,2767.26,109.51,96.67
3,2879.91,2948.05,68.14,112.65
