key,press_time,release_time,dwell_time,flight_time
s,0.0,152.51,152.51,0.0
e,303.32,477.65,174.34,150.81
c,581.11,792.34,211.23,103.46
u,1078.84,1246.62,167.78,286.5
r,1514.09,1686.47,172.38,267.47
e,1867.34,1992.18,124.84,180.87
p,2088.65,2334.69,246.05,96.46
a,2532.61,2626.21,93.6,197.92
s,2831.0,2999.79,168.79,204.79
s,3267.76,3479.15,211.38,267.98
w,3642.31,3810.42,168.11,163.16
o,3989.18,4201.15,211.97,178.76
r,4420.19,4621.27,201.08,219.04
d,4815.39,4996.1,180.71,194.12
1,5156.46,5435.38,278.92,160.36
2,5670.28,5893.08,222.8,234.89
3,6071.84,6323.48,251.65,178.76
