key,press_time,release_time,dwell_time,flight_time
s,0.0,77.2,77.2,0.0
e,196.92,261.61,64.68,119.72
c,347.96,407.88,59.92,86.35
u,507.57,575.32,67.75,99.69
r,674.98,727.8,52.82,99.67
e,828.69,918.06,89.37,100.89
p,1001.65,1084.34,82.69,83.6
a,1195.74,1268.98,73.24,111.4
s,1347.01,1410.5,63.49,78.03
s,1503.72,1587.79,84.07,93.22
w,1670.51,1783.88,113.37,82.72
o,1855.98,1925.51,69.52,72.11
r,2007.94,2106.83,98.89,82.43
d,2184.65,2264.97,80.32,77.82
1,2307.98,2385.77,77.78,43.01
2,2460.1,2546.01,85.91,74.33
3,2673.35,2778.02,104.67,127.34
