key,press_time,release_time,dwell_time,flight_time
s,0.0,58.57,58.57,0.0
e,138.45,241.6,103.15,79.87
c,359.22,447.33,88.12,117.62
u,511.99,613.62,101.63,64.65
r,742.58,818.54,75.96,128.96
e,923.44,1025.78,102.34,104.9
p,1140.66,1237.87,97.21,114.88
a,1304.18,1391.74,87.57,66.31
s,1439.23,1561.53,122.29,47.49
s,1695.58,1787.27,91.69,134.05
w,1892.84,1947.37,54.53,105.57
o,2030.98,2109.5,78.52,83.62
r,2197.48,2268.58,71.1,87.98
d,2375.61,2448.37,72.76,107.03
1,2536.42,2644.68,108.26,88.06
2,2765.64,2881.21,115.57,120.96
3,3004.39,3103.89,99.5,123.18
