key,press_time,release_time,dwell_time,flight_time
s,0.0,129.02,129.02,0.0
e,235.98,508.64,272.66,106.96
c,723.23,852.74,129.51,214.59
u,1046.33,1281.13,234.8,193.59
r,1413.3,1618.35,205.04,132.17
e,1854.65,2076.83,222.17,236.31
p,2274.64,2558.43,283.79,197.81
a,2723.34,3047.33,323.98,164.91
s,3232.96,3402.72,169.76,185.63
s,3525.05,3726.35,201.3,122.34
w,3837.41,4014.19,176.79,111.06
o,4231.67,4470.05,238.38,217.47
r,4560.41,4792.92,232.5,90.37
d,4974.3,5204.57,230.27,181.38
1,5393.52,5567.64,174.12,188.95
2,5722.8,5999.59,276.79,155.16
3,6166.32,6321.47,155.15,166.73
