key,press_time,release_time,dwell_time,flight_time
s,0.0,67.35,67.35,0.0
e,169.93,253.78,83.86,102.58
c,331.6,410.89,79.29,77.82
u,523.15,581.1,57.94,112.26
r,706.59,808.45,101.86,125.49
e,875.77,982.2,106.43,67.32
p,1081.6,1152.97,71.37,99.4
a,1266.76,1357.78,91.02,113.79
s,1475.88,1522.55,46.67,118.1
s,1622.21,1692.15,69.93,99.66
w,1784.29,1845.24,60.95,92.14
o,1946.38,2029.92,83.55,101.14
r,2164.84,2261.08,96.24,134.92
d,2352.04,2410.3,58.26,90.96
1,2509.36,2576.2,66.83,99.06
2,2639.16,2733.96,94.8,62.96
3,2821.53,2903.83,82.3,87.57
