key,press_time,release_time,dwell_time,flight_time
s,0.0,112.41,112.41,0.0
e,338.64,529.73,191.1,226.23
c,765.84,953.61,187.77,236.1
u,1101.25,1266.84,165.59,147.64
r,1483.42,1673.68,190.26,216.59
e,1848.04,2002.81,154.77,174.36
p,2035.31,2230.94,195.63,32.5
a,2404.26,2578.76,174.5,173.32
s,2840.05,2925.26,85.21,261.29
s,3008.56,3151.9,143.35,83.3
w,3305.21,3471.59,166.38,153.31
o,3588.64,3707.79,119.16,117.05
r,3873.8,4056.45,182.65,166.01
d,4248.31,4341.96,93.65,191.86
1,4510.6,4747.48,236.88,168.64
2,4902.36,5102.64,200.29,154.88
3,5280.91,5427.1,146.19,178.27
