key,press_time,release_time,dwell_time,flight_time
s,0.0,194.79,194.79,0.0
e,414.56,589.97,175.42,219.76
c,763.68,940.86,177.18,173.71
u,1042.36,1196.13,153.76,101.5
r,1356.36,1524.55,168.19,160.23
e,1613.71,1830.59,216.88,89.16
p,1959.2,2132.78,173.58,128.61
a,2351.06,2454.29,103.23,218.28
s,2695.6,2834.71,139.11,241.31
s,2944.89,3100.4,155.51,110.19
w,3221.31,3431.74,210.43,120.91
o,3580.08,3745.52,165.44,148.34
r,3893.7,4061.39,167.69,148.18
d,4192.93,4322.4,129.47,131.54
1,4455.32,4644.26,188.95,132.91
2,4772.74,4936.71,163.96,128.48
3,5111.61,5316.08,204.47,174.91
