key,press_time,release_time,dwell_time,flight_time
s,0.0,50.91,50.91,0.0
e,156.1,272.23,116.13,105.19
c,401.25,456.81,55.56,129.02
u,519.36,599.34,79.97,62.56
r,688.74,777.18,88.44,89.41
e,839.82,896.94,57.12,62.64
p,953.02,1050.79,97.77,56.08
a,1148.37,1233.3,84.93,97.58
s,1360.69,1436.7,76.01,127.4
s,1527.34,1600.03,72.69,90.63
w,1686.84,1773.13,86.29,86.82
o,1868.83,1945.73,76.9,95.7
r,2022.72,2112.79,90.06,77.0
d,2197.96,2242.4,44.44,85.17
1,2307.08,2473.29,166.22,64.68
2,2575.09,2654.1,79.01,101.8
3,2704.48,2810.42,105.93,50.38
