key,press_time,release_time,dwell_time,flight_time
s,0.0,66.59,66.59,0.0
e,219.9,302.89,82.99,153.31
c,405.44,526.59,121.16,102.55
u,595.7,654.5,58.79,69.11
r,739.17,820.23,81.06,84.67
e,923.77,982.27,58.49,103.55
p,1060.56,1162.78,102.22,78.29
a,1263.34,1326.49,63.16,100.56
s,1400.53,1489.45,88.91,74.04
s,1613.56,1675.87,62.31,124.11
w,1734.92,1813.43,78.51,59.05
o,1972.83,2081.35,108.52,159.39
r,2218.3,2304.54,86.24,136.95
d,2430.73,2482.19,51.45,126.19
1,2589.22,2724.65,135.43,107.03
2,2829.35,2903.69,74.34,104.7
3,3037.38,3150.36,112.98,133.69
