key,press_time,release_time,dwell_time,flight_time
s,0.0,40.0,40.0,0.0
e,199.5,414.5,214.99,159.5
c,575.83,693.23,117.4,161.33
u,764.51,934.11,169.6,71.28
r,1030.88,1274.51,243.63,96.77
e,1299.51,1437.95,138.44,25.0
p,1499.94,1561.72,61.78,61.99
a,1709.65,1863.32,153.67,147.93
s,1975.17,2060.32,85.15,111.86
s,2227.68,2298.98,71.3,167.36
w,2341.0,2473.57,132.57,42.02
o,2528.25,2656.81,128.56,54.68
r,2840.84,2919.4,78.56,184.03
d,2944.4,3091.41,147.01,25.0
1,3200.13,3386.53,186.39,108.72
2,3498.9,3667.66,168.76,112.37
3,3950.14,3990.14,40.0,282.49
