key,press_time,release_time,dwell_time,flight_time
s,0.0,95.35,95.35,0.0
e,208.3,281.02,72.72,112.94
c,338.03,435.98,97.95,57.01
u,562.33,651.1,88.77,126.35
r,814.42,913.09,98.67,163.32
e,1012.02,1102.24,90.22,98.93
p,1202.58,1315.7,113.12,100.35
a,1425.67,1546.59,120.92,109.97
s,1639.62,1718.59,78.97,93.04
s,1819.93,1883.68,63.75,101.33
w,1967.8,2052.01,84.2,84.13
o,2160.16,2262.33,102.16,108.15
r,2343.33,2409.77,66.44,81.01
d,2483.81,2544.73,60.93,74.04
1,2648.93,2749.29,100.36,104.2
2,2819.98,2943.78,123.8,70.69
3,2978.66,3070.66,92.0,34.88
