key,press_time,release_time,dwell_time,flight_time
s,0.0,105.91,105.91,0.0
e,251.18,312.54,61.36,145.27
c,391.01,498.6,107.59,78.47
u,609.06,676.95,67.89,110.46
r,741.77,826.56,84.79,64.82
e,896.86,1002.21,105.34,70.3
p,1103.87,1205.95,102.08,101.66
a,1301.53,1394.14,92.61,95.58
s,1489.06,1548.83,59.77,94.92
s,1650.27,1730.15,79.88,101.44
w,1815.26,1917.47,102.2,85.11
o,2020.47,2102.95,82.48,103.0
r,2211.87,2300.88,89.01,108.92
d,2414.41,2473.73,59.32,113.52
1,2587.4,2687.65,100.25,113.67
2,2777.49,2918.07,140.58,89.84
3,3012.56,3135.89,123.34,94.48
