key,press_time,release_time,dwell_time,flight_time
s,0.0,74.08,74.08,0.0
e,203.35,298.61,95.26,129.27
c,455.46,555.51,100.05,156.85
u,653.5,776.56,123.06,97.99
r,829.68,916.47,86.79,53.12
e,1033.8,1103.38,69.58,117.32
p,1175.98,1269.21,93.23,72.6
a,1367.51,1471.35,103.85,98.3
s,1582.6,1665.21,82.61,111.24
s,1779.12,1850.59,71.47,113.91
w,1959.3,2047.17,87.87,108.71
o,2170.16,2280.96,110.8,123.0
r,2363.68,2452.52,88.84,82.71
d,2570.33,2645.89,75.57,117.81
1,2741.97,2862.03,120.06,96.07
2,2950.83,3068.05,117.22,88.8
3,3117.92,3261.14,143.22,49.87
