key,press_time,release_time,dwell_time,flight_time
s,0.0,69.88,69.88,0.0
e,178.16,241.31,63.15,108.28
c,325.32,431.03,105.71,84.01
u,527.36,588.33,60.96,96.33
r,654.11,732.69,78.58,65.78
e,818.08,885.14,67.06,85.39
p,996.55,1099.34,102.79,111.42
a,1193.16,1276.94,83.78,93.81
s,1359.38,1425.25,65.87,82.45
s,1478.65,1541.6,62.95,53.4
w,1683.88,1747.47,63.59,142.28
o,1852.81,1957.03,104.21,105.34
r,2028.18,2117.3,89.12,71.15
d,2184.77,2289.82,105.04,67.47
1,2333.81,2420.54,86.73,44.0
2,2549.14,2621.63,72.49,128.6
3,2679.31,2793.07,113.75,57.68
