key,press_time,release_time,dwell_time,flight_time
s,0.0,197.07,197.07,0.0
e,403.97,532.78,128.82,206.9
c,721.1,898.61,177.51,188.32
u,1094.79,1242.0,147.21,196.18
r,1372.97,1540.39,167.42,130.97
e,1738.76,1892.42,153.66,198.37
p,2014.14,2260.06,245.92,121.72
a,2450.76,2597.75,146.99,190.71
s,2727.16,2929.73,202.57,129.41
s,3056.06,3215.91,159.84,126.34
w,3315.3,3487.2,171.91,99.39
o,3661.85,3873.44,211.59,174.65
r,4008.08,4178.89,170.81,134.64
d,4344.9,4507.1,162.19,166.01
1,4568.96,4788.1,219.14,61.86
2,4964.14,5181.59,217.45,176.04
3,5320.86,5543.07,222.21,139.27
