key,press_time,release_time,dwell_time,flight_time
s,0.0,113.86,113.86,0.0
e,258.44,356.59,98.14,144.59
c,513.96,652.01,138.05,157.37
u,734.23,855.05,120.82,82.23
r,926.04,1040.69,114.65,70.99
e,1149.81,1251.52,101.71,109.12
p,1409.84,1526.4,116.56,158.32
a,1642.0,1754.1,112.1,115.59
s,1970.44,2090.56,120.13,216.34
s,2217.66,2313.03,95.37,127.1
w,2429.49,2551.49,122.0,116.46
o,2729.94,2855.0,125.06,178.45
r,2988.76,3094.79,106.03,133.76
d,3182.05,3290.0,107.95,87.26
1,3386.96,3530.88,143.92,96.95
2,3639.65,3786.69,147.04,108.76
3,3878.16,4016.13,137.97,91.47
