key,press_time,release_time,dwell_time,flight_time
s,0.0,213.19,213.19,0.0
e,369.16,637.26,268.1,155.98
c,934.12,1086.78,152.66,296.86
u,1257.59,1479.15,221.56,170.81
r,1648.2,1851.62,203.41,169.05
e,2056.71,2219.75,163.04,205.09
p,2419.67,2608.4,188.73,199.92
a,2762.18,2955.89,193.71,153.78
s,3168.88,3296.47,127.58,212.99
s,3495.9,3676.85,180.95,199.43
w,3820.68,4033.4,212.71,143.84
o,4233.78,4507.64,273.86,200.38
r,4729.71,4970.17,240.46,222.07
d,5112.99,5346.31,233.32,142.81
1,5454.21,5624.5,170.29,107.9
2,5754.43,5980.21,225.78,129.93
3,6240.39,6461.52,221.13,260.19
