key,press_time,release_time,dwell_time,flight_time
s,0.0,84.08,84.08,0.0
e,157.63,223.81,66.18,73.55
c,287.94,340.55,52.61,64.14
u,413.35,490.26,76.91,72.8
r,598.22,673.06,74.84,107.96
e,752.91,819.67,66.76,79.85
p,906.86,1014.06,107.2,87.19
a,1111.13,1183.24,72.11,97.07
s,1237.57,1299.73,62.15,54.34
s,1379.07,1442.07,63.0,79.35
w,1516.18,1603.52,87.34,74.11
o,1695.18,1768.99,73.81,91.67
r,1804.05,1856.62,52.57,35.06
d,1917.83,1982.19,64.36,61.21
1,2048.25,2142.47,94.22,66.06
2,2214.22,2299.35,85.13,71.75
3,2360.08,2434.98,74.9,60.73
