key,press_time,release_time,dwell_time,flight_time
s,0.0,164.88,164.88,0.0
e,335.66,465.86,130.2,170.77
c,597.56,748.85,151.29,131.7
u,884.97,998.11,113.13,136.13
r,1155.56,1230.31,74.75,157.45
e,1392.79,1532.8,140.0,162.48
p,1680.55,1898.37,217.82,147.75
a,2082.85,2201.45,118.6,184.48
s,2390.42,2564.37,173.95,188.97
s,2694.49,2775.54,81.04,130.12
w,2943.29,3163.15,219.86,167.75
o,3331.7,3530.51,198.81,168.55
r,3680.03,3838.51,158.48,149.51
d,3947.42,3995.73,48.31,108.9
1,4146.06,4295.77,149.71,150.33
2,4437.5,4613.15,175.66,141.72
3,4753.85,4894.54,140.69,140.69
