key,press_time,release_time,dwell_time,flight_time
s,0.0,94.45,94.45,0.0
e,173.06,273.57,100.5,78.61
c,345.99,430.38,84.39,72.42
u,515.58,605.57,89.99,85.2
r,693.09,797.33,104.24,87.53
e,880.89,959.53,78.64,83.56
p,1030.37,1110.61,80.24,70.84
a,1211.01,1291.62,80.61,100.4
s,1406.38,1524.69,118.31,114.76
s,1655.21,1695.21,40.0,130.53
w,1775.83,1831.02,55.19,80.62
o,1908.27,2017.09,108.82,77.25
r,2089.64,2205.13,115.49,72.55
d,2286.99,2360.62,73.63,81.86
1,2483.47,2575.79,92.31,122.85
2,2660.37,2767.38,107.01,84.59
3,2835.34,2924.44,89.1,67.95
