key,press_time,release_time,dwell_time,flight_time
s,0.0,73.56,73.56,0.0
e,214.77,326.91,112.14,141.21
c,533.74,667.03,133.29,206.83
u,782.86,865.6,82.74,115.83
r,1026.58,1131.91,105.33,160.98
e,1318.4,1376.55,58.15,186.49
p,1510.73,1643.41,132.69,134.18
a,1783.03,1913.47,130.44,139.62
s,2074.29,2163.32,89.03,160.82
s,2290.14,2369.11,78.97,126.82
w,2482.71,2632.2,149.49,113.6
o,2761.59,2818.93,57.33,129.39
r,2975.56,3096.92,121.35,156.63
d,3198.9,3274.85,75.95,101.99
1,3383.13,3557.17,174.03,108.28
2,3716.99,3844.5,127.51,159.82
3,3949.8,4099.22,149.42,105.3
