key,press_time,release_time,dwell_time,flight_time
s,0.0,176.63,176.63,0.0
e,351.52,465.15,113.62,174.89
c,701.08,870.25,169.17,235.93
u,982.65,1162.7,180.05,112.4
r,1418.6,1530.0,111.4,255.9
e,1672.33,1920.87,248.55,142.33
p,2072.74,2240.22,167.48,151.87
a,2386.28,2623.42,237.14,146.06
s,2798.75,2939.64,140.89,175.34
s,3115.12,3263.89,148.77,175.48
w,3481.67,3679.89,198.22,217.77
o,3791.0,3979.07,188.07,111.11
r,4071.76,4208.57,136.8,92.7
d,4293.84,4447.4,153.56,85.28
1,4562.92,4766.42,203.5,115.52
2,4910.42,5131.55,221.13,144.0
3,5240.98,5421.07,180.1,109.42
