key,press_time,release_time,dwell_time,flight_time
s,0.0,128.29,128.29,0.0
e,269.5,404.25,134.75,141.21
c,528.9,640.96,112.06,124.65
u,749.32,876.25,126.92,108.36
r,965.29,1074.73,109.44,89.04
e,1185.94,1306.93,120.99,111.21
p,1429.33,1573.83,144.5,122.4
a,1682.66,1809.24,126.58,108.84
s,1937.17,2055.87,118.71,127.93
s,2195.91,2322.36,126.45,140.04
w,2464.33,2607.06,142.73,141.97
o,2749.57,2837.72,88.14,142.51
r,2968.0,3067.63,99.63,130.28
d,3198.04,3296.34,98.3,130.41
1,3375.3,3557.37,182.08,78.96
2,3688.61,3799.72,111.11,131.24
3,3916.65,4060.85,144.2,116.93
