key,press_time,release_time,dwell_time,flight_time
s,0.0,63.55,63.55,0.0
e,137.21,219.44,82.23,73.66
c,290.13,363.99,73.86,70.69
u,502.13,589.66,87.53,138.14
r,721.54,797.53,75.99,131.88
e,871.25,959.32,88.07,73.71
p,1032.63,1135.05,102.42,73.31
a,1275.08,1359.74,84.66,140.03
s,1486.65,1555.97,69.32,126.91
s,1636.2,1709.08,72.89,80.22
w,1809.35,1887.45,78.11,100.26
o,2004.03,2106.85,102.82,116.57
r,2244.04,2304.41,60.37,137.19
d,2407.62,2447.62,40.0,103.21
1,2535.63,2627.12,91.49,88.01
2,2700.93,2798.31,97.38,73.81
3,2901.99,2968.3,66.31,103.68
