key,press_time,release_time,dwell_time,flight_time
s,0.0,103.22,103.22,0.0
e,263.79,347.85,84.06,160.57
c,426.74,505.15,78.41,78.89
u,630.01,691.72,61.71,124.86
r,802.72,878.69,75.96,111.0
e,959.98,1064.0,104.02,81.29
p,1127.67,1228.06,100.39,63.67
a,1358.27,1436.26,77.99,130.21
s,1545.34,1615.5,70.17,109.07
s,1726.08,1806.36,80.29,110.57
w,1910.46,1985.62,75.16,104.1
o,2125.99,2197.12,71.13,140.37
r,2288.22,2355.03,66.81,91.1
d,2453.86,2511.68,57.83,98.82
1,2577.63,2689.45,111.81,65.95
2,2774.17,2883.57,109.39,84.73
3,2989.35,3094.87,105.52,105.79
