key,press_time,release_time,dwell_time,flight_time
s,0.0,118.68,118.68,0.0
e,237.84,374.91,137.07,119.16
c,556.68,709.36,152.67,181.77
u,879.09,1016.78,137.69,169.73
r,1173.94,1283.69,109.75,157.16
e,1449.44,1562.76,113.33,165.75
p,1692.59,1838.92,146.33,129.82
a,2020.69,2127.41,106.73,181.77
s,2250.18,2370.88,120.7,122.77
s,2504.28,2612.93,108.65,133.4
w,2761.23,2865.11,103.88,148.31
o,2974.81,3106.16,131.36,109.69
r,3250.78,3374.71,123.93,144.62
d,3498.86,3618.35,119.48,124.15
1,3781.28,3915.4,134.13,162.93
2,4041.85,4180.39,138.54,126.44
3,4293.17,4419.61,126.44,112.78
