key,press_time,release_time,dwell_time,flight_time
s,0.0,151.62,151.62,0.0
e,277.12,410.93,133.82,125.5
c,566.36,700.61,134.25,155.42
u,927.78,1006.38,78.61,227.16
r,1140.77,1236.17,95.41,134.39
e,1401.76,1533.79,132.03,165.59
p,1706.26,1816.3,110.05,172.46
a,2003.5,2146.67,143.17,187.2
s,2288.31,2408.05,119.74,141.64
s,2561.06,2668.16,107.1,153.01
w,2796.78,2874.38,77.6,128.62
o,3066.04,3218.62,152.58,191.66
r,3371.61,3528.53,156.91,152.99
d,3664.98,3794.53,129.55,136.45
1,3979.81,4164.96,185.15,185.28
2,4295.11,4487.66,192.55,130.15
3,4626.42,4759.43,133.01,138.76
