key,press_time,release_time,dwell_time,flight_time
s,0.0,95.22,95.22,0.0
e,163.14,256.57,93.43,67.92
c,333.56,411.45,77.89,77.0
u,524.91,610.07,85.16,113.46
r,679.99,766.35,86.36,69.92
e,845.36,925.36,80.0,79.01
p,1024.97,1131.49,106.52,99.61
a,1224.88,1303.02,78.14,93.39
s,1380.76,1450.01,69.25,77.74
s,1500.07,1575.07,74.99,50.06
w,1649.35,1734.58,85.23,74.28
o,1833.02,1895.09,62.07,98.44
r,1974.29,2065.85,91.56,79.21
d,2176.63,2240.21,63.58,110.79
1,2377.1,2479.72,102.61,136.9
2,2578.13,2668.17,90.04,98.41
3,2760.29,2881.41,121.12,92.11
