key,press_time,release_time,dwell_time,flight_time
s,0.0,128.06,128.06,0.0
e,240.78,332.45,91.67,112.72
c,418.72,587.53,168.81,86.27
u,770.26,887.09,116.83,182.73
r,976.39,1087.36,110.98,89.29
e,1206.6,1339.48,132.88,119.23
p,1460.96,1650.62,189.67,121.48
a,1766.56,1878.63,112.06,115.94
s,2005.62,2159.87,154.25,126.99
s,2279.9,2393.28,113.38,120.03
w,2470.1,2637.83,167.73,76.82
o,2840.2,2935.87,95.67,202.37
r,3063.96,3206.71,142.76,128.08
d,3314.95,3370.41,55.45,108.24
1,3491.28,3699.65,208.36,120.88
2,3824.65,3948.3,123.65,125.0
3,4099.6,4248.89,149.29,151.31
