key,press_time,release_time,dwell_time,flight_time
s,0.0,53.3,53.3,0.0
e,120.84,181.37,60.53,67.54
c,256.09,336.23,80.14,74.72
u,439.48,519.25,79.76,103.25
r,603.15,652.8,49.65,83.91
e,721.26,792.71,71.45,68.46
p,892.16,956.65,64.49,99.45
a,1063.73,1137.13,73.41,107.07
s,1208.72,1284.1,75.38,71.59
s,1348.25,1430.54,82.29,64.15
w,1488.93,1545.44,56.51,58.39
o,1650.0,1720.27,70.27,104.56
r,1808.44,1884.43,75.99,88.18
d,1967.11,2012.74,45.63,82.68
1,2120.29,2187.0,66.71,107.55
2,2266.97,2335.92,68.95,79.97
3,2428.93,2491.24,62.31,93.01
