key,press_time,release_time,dwell_time,flight_time
s,0.0,54.86,54.86,0.0
e,167.48,230.45,62.97,112.62
c,346.43,435.71,89.29,115.98
u,525.79,629.19,103.4,90.07
r,731.54,816.3,84.75,102.36
e,962.41,1047.01,84.6,146.11
p,1144.57,1247.24,102.67,97.56
a,1350.95,1417.42,66.47,103.71
s,1514.64,1581.67,67.03,97.21
s,1716.46,1780.12,63.66,134.79
w,1895.73,1977.18,81.45,115.61
o,2081.68,2183.47,101.79,104.5
r,2296.54,2371.9,75.36,113.08
d,2433.65,2525.69,92.04,61.75
1,2627.13,2725.35,98.22,101.44
2,2817.07,2915.08,98.01,91.72
3,2999.2,3099.57,100.37,84.12
