key,press_time,release_time,dwell_time,flight_time
s,0.0,53.98,53.98,0.0
e,143.14,198.03,54.9,89.15
c,259.28,316.45,57.17,61.25
u,411.77,486.29,74.52,95.32
r,583.98,651.84,67.86,97.69
e,744.89,810.8,65.91,93.04
p,890.89,960.18,69.28,80.09
a,1057.04,1120.03,62.99,96.86
s,1211.18,1278.11,66.93,91.15
s,1345.78,1401.16,55.37,67.68
w,1523.21,1593.63,70.42,122.05
o,1668.23,1750.05,81.81,74.6
r,1808.21,1880.69,72.48,58.16
d,1966.3,2044.3,78.0,85.61
1,2127.72,2192.79,65.07,83.42
2,2281.19,2328.93,47.74,88.39
3,2407.4,2501.65,94.25,78.47
