key,press_time,release_time,dwell_time,flight_time
s,0.0,58.36,58.36,0.0
e,165.88,248.51,82.63,107.53
c,365.39,459.67,94.29,116.88
u,580.9,681.59,100.68,121.23
r,796.78,902.79,106.01,115.19
e,982.34,1079.13,96.79,79.56
p,1183.9,1300.65,116.75,104.77
a,1410.64,1456.02,45.38,109.99
s,1525.5,1625.86,100.36,69.48
s,1727.01,1797.48,70.46,101.15
w,1920.54,2009.83,89.29,123.06
o,2076.24,2167.87,91.63,66.41
r,2261.61,2354.56,92.95,93.74
d,2447.8,2500.5,52.7,93.24
1,2582.55,2685.4,102.85,82.05
2,2796.05,2876.47,80.42,110.65
3,2984.67,3085.36,100.69,108.2
