key,press_time,release_time,dwell_time,flight_time
s,0.0,138.83,138.83,0.0
e,276.37,436.5,160.13,137.54
c,692.86,841.61,148.75,256.36
u,1054.65,1263.43,208.79,213.04
r,1453.95,1642.13,188.19,190.51
e,1818.17,2100.12,281.96,176.03
p,2260.14,2489.64,229.5,160.02
a,2709.65,2899.52,189.87,220.0
s,3109.99,3310.53,200.54,210.47
s,3616.76,3856.22,239.46,306.23
w,4008.09,4276.88,268.79,151.87
o,4543.05,4807.12,264.07,266.17
r,4967.14,5150.73,183.59,160.03
d,5338.48,5479.63,141.15,187.75
1,5573.16,5855.81,282.65,93.53
2,6022.35,6268.85,246.49,166.54
3,6501.19,6719.19,218.01,232.34
