key,press_time,release_time,dwell_time,flight_time
s,0.0,117.35,117.35,0.0
e,280.92,498.54,217.62,163.57
c,643.04,778.86,135.81,144.5
u,855.11,1002.51,147.4,76.26
r,1129.13,1256.98,127.85,126.62
e,1332.69,1433.13,100.44,75.71
p,1666.38,1803.54,137.16,233.24
a,1983.51,2229.5,245.98,179.97
s,2385.68,2532.42,146.74,156.19
s,2698.62,2826.57,127.95,166.2
w,3035.29,3179.56,144.27,208.72
o,3277.55,3467.97,190.42,97.99
r,3604.19,3780.14,175.95,136.22
d,3872.13,4064.81,192.67,91.99
1,4159.08,4331.11,172.03,94.28
2,4525.47,4685.4,159.92,194.36
3,4800.34,4988.38,188.04,114.95
