key,press_time,release_time,dwell_time,flight_time
s,0.0,111.5,111.5,0.0
e,267.41,361.29,93.88,155.91
c,456.66,609.44,152.78,95.37
u,724.82,844.5,119.68,115.38
r,965.71,1056.11,90.39,121.21
e,1199.96,1301.41,101.45,143.85
p,1434.08,1504.15,70.07,132.67
a,1604.54,1742.19,137.65,100.39
s,1865.01,1942.37,77.36,122.82
s,2090.56,2192.36,101.8,148.2
w,2370.66,2519.13,148.47,178.3
o,2676.15,2804.02,127.87,157.02
r,2962.23,3095.11,132.88,158.2
d,3222.78,3322.56,99.78,127.67
1,3474.91,3682.78,207.87,152.35
2,3821.84,3913.83,91.98,139.06
3,4064.76,4217.92,153.15,150.94
