key,press_time,release_time,dwell_time,flight_time
s,0.0,114.46,114.46,0.0
e,268.73,422.76,154.03,154.27
c,703.35,839.23,135.88,280.59
u,1025.09,1237.49,212.4,185.86
r,1414.3,1566.23,151.93,176.8
e,1722.82,1887.85,165.03,156.59
p,1998.36,2213.4,215.04,110.5
a,2364.09,2589.22,225.13,150.69
s,2682.29,2842.35,160.06,93.07
s,3007.1,3208.13,201.03,164.75
w,3322.57,3519.66,197.1,114.43
o,3678.11,3801.84,123.73,158.45
r,3927.87,4167.19,239.32,126.03
d,4382.04,4523.75,141.71,214.85
1,4644.32,4875.04,230.72,120.57
2,5013.66,5206.06,192.4,138.61
3,5425.4,5578.48,153.08,219.34
