key,press_time,release_time,dwell_time,flight_time
s,0.0,137.05,137.05,0.0
e,288.9,425.55,136.65,151.84
c,550.49,712.18,161.68,124.94
u,777.02,873.13,96.11,64.84
r,1009.84,1147.04,137.2,136.71
e,1275.02,1391.09,116.07,127.97
p,1459.49,1653.32,193.82,68.4
a,1814.15,1943.35,129.2,160.83
s,2124.82,2213.25,88.43,181.47
s,2356.99,2520.97,163.98,143.75
w,2703.25,2867.08,163.83,182.27
o,2990.77,3142.77,152.0,123.69
r,3338.06,3470.43,132.37,195.29
d,3532.76,3612.68,79.92,62.33
1,3797.6,3982.34,184.74,184.92
2,4093.03,4222.49,129.46,110.69
3,4368.27,4490.26,121.99,145.78
