key,press_time,release_time,dwell_time,flight_time
s,0.0,153.45,153.45,0.0
e,283.09,465.23,182.14,129.63
c,704.01,884.5,180.5,238.78
u,1012.31,1163.26,150.95,127.8
r,1278.38,1414.12,135.74,115.12
e,1588.18,1798.89,210.71,174.06
p,1988.14,2230.8,242.66,189.25
a,2499.94,2667.21,167.27,269.15
s,2866.96,2989.71,122.75,199.75
s,3144.25,3298.22,153.97,154.54
w,3456.67,3592.42,135.75,158.44
o,3816.64,3995.69,179.06,224.22
r,4090.68,4240.12,149.44,94.98
d,4415.55,4545.79,130.24,175.43
1,4706.88,4910.21,203.33,161.09
2,5116.2,5343.59,227.39,205.99
3,5463.13,5639.77,176.63,119.54
