key,press_time,release_time,dwell_time,flight_time
s,0.0,196.15,196.15,0.0
e,390.4,652.04,261.65,194.24
c,902.24,1031.7,129.45,250.2
u,1162.84,1363.84,201.0,131.15
r,1649.32,1826.79,177.47,285.47
e,2131.66,2318.0,186.33,304.87
p,2502.66,2781.83,279.17,184.67
a,2972.81,3158.41,185.59,190.98
s,3276.68,3479.76,203.08,118.27
s,3704.43,3940.66,236.24,224.66
w,4152.81,4373.22,220.41,212.15
o,4586.44,4871.22,284.78,213.21
r,4985.16,5168.45,183.29,113.95
d,5402.52,5601.87,199.35,234.07
1,5782.04,6027.33,245.28,180.17
2,6189.82,6512.37,322.55,162.49
3,6745.75,6934.43,188.69,233.38
