key,press_time,release_time,dwell_time,flight_time
s,0.0,84.71,84.71,0.0
e,200.65,311.95,111.3,115.94
c,417.57,507.58,90.01,105.62
u,576.98,706.74,129.76,69.4
r,823.94,943.51,119.57,117.2
e,989.61,1109.27,119.66,46.1
p,1245.0,1338.34,93.33,135.73
a,1472.6,1523.87,51.27,134.26
s,1640.46,1719.68,79.22,116.59
s,1862.28,1956.23,93.95,142.6
w,2080.96,2152.9,71.94,124.74
o,2226.31,2315.22,88.91,73.41
r,2419.9,2532.63,112.73,104.67
d,2640.83,2705.63,64.81,108.2
1,2801.93,2939.59,137.66,96.3
2,3079.22,3216.56,137.33,139.63
3,3278.55,3376.34,97.78,61.99
