key,press_time,release_time,dwell_time,flight_time
s,0.0,127.26,127.26,0.0
e,279.2,402.57,123.38,151.94
c,595.76,670.39,74.64,193.18
u,849.18,1030.99,181.81,178.79
r,1252.27,1409.03,156.76,221.27
e,1542.09,1728.32,186.23,133.05
p,1796.2,2002.57,206.37,67.89
a,2185.03,2327.85,142.82,182.46
s,2483.08,2643.67,160.59,155.23
s,2828.79,2987.11,158.32,185.11
w,3138.82,3272.34,133.52,151.72
o,3477.15,3553.48,76.33,204.81
r,3696.7,3836.74,140.05,143.21
d,4019.45,4123.07,103.62,182.71
1,4297.51,4468.51,171.0,174.44
2,4691.8,4885.27,193.47,223.29
3,5078.22,5227.45,149.23,192.95
