key,press_time,release_time,dwell_time,flight_time
s,0.0,91.07,91.07,0.0
e,224.1,305.1,81.0,133.03
c,449.06,565.65,116.59,143.96
u,682.84,831.17,148.33,117.18
r,941.79,1046.61,104.82,110.63
e,1211.43,1290.15,78.72,164.82
p,1530.33,1639.56,109.23,240.18
a,1724.26,1799.45,75.18,84.7
s,1940.03,2038.27,98.24,140.58
s,2134.2,2242.42,108.21,95.94
w,2389.99,2500.72,110.73,147.57
o,2668.26,2797.49,129.23,167.54
r,2936.63,3059.54,122.92,139.13
d,3183.24,3304.56,121.33,123.69
1,3436.03,3542.9,106.87,131.46
2,3673.66,3833.95,160.29,130.77
3,4036.6,4146.74,110.14,202.65
