key,press_time,release_time,dwell_time,flight_time
s,0.0,135.06,135.06,0.0
e,329.05,510.89,181.84,193.99
c,681.84,864.15,182.31,170.95
u,969.94,1066.87,96.93,105.8
r,1233.67,1359.16,125.49,166.8
e,1516.57,1656.71,140.15,157.4
p,1842.33,1970.81,128.48,185.62
a,2195.48,2382.2,186.72,224.67
s,2586.73,2635.06,48.32,204.53
s,2766.07,2941.68,175.61,131.02
w,3131.94,3278.68,146.74,190.26
o,3476.69,3629.93,153.24,198.02
r,3783.42,3892.96,109.55,153.49
d,4026.98,4157.79,130.81,134.02
1,4282.88,4449.02,166.14,125.1
2,4673.83,4847.88,174.05,224.81
3,5038.89,5196.0,157.12,191.0
