key,press_time,release_time,dwell_time,flight_time
s,0.0,40.0,40.0,0.0
e,112.64,192.49,79.85,72.64
c,268.54,328.88,60.35,76.05
u,395.59,453.59,58.01,66.7
r,526.24,584.91,58.67,72.65
e,728.94,799.01,70.06,144.03
p,907.18,988.97,81.79,108.17
a,1083.91,1154.48,70.58,94.94
s,1217.46,1273.13,55.67,62.97
s,1364.04,1428.44,64.41,90.91
w,1528.97,1586.57,57.61,100.52
o,1667.91,1768.5,100.6,81.33
r,1859.06,1946.81,87.76,90.55
d,2023.82,2097.47,73.65,77.01
1,2215.17,2285.59,70.42,117.7
2,2361.85,2437.0,75.14,76.26
3,2531.05,2592.28,61.23,94.05
