key,press_time,release_time,dwell_time,flight_time
s,0.0,46.11,46.11,0.0
e,203.41,300.3,96.89,157.3
c,425.6,480.83,55.23,125.3
u,568.66,653.53,84.87,87.83
r,765.78,879.31,113.53,112.25
e,989.96,1030.14,40.18,110.65
p,1105.3,1186.77,81.48,75.16
a,1294.83,1367.58,72.75,108.06
s,1463.45,1532.7,69.26,95.86
s,1639.8,1684.02,44.22,107.1
w,1776.69,1852.6,75.91,92.67
o,1950.33,2025.57,75.24,97.73
r,2118.95,2193.16,74.2,93.39
d,2278.1,2342.35,64.25,84.94
1,2454.67,2543.99,89.33,112.32
2,2680.18,2755.95,75.76,136.19
3,2894.95,2983.75,88.8,139.01
