key,press_time,release_time,dwell_time,flight_time
s,0.0,49.42,49.42,0.0
e,164.26,246.34,82.09,114.84
c,349.8,414.58,64.78,103.46
u,452.02,519.63,67.61,37.44
r,631.14,709.82,78.68,111.5
e,813.02,907.25,94.23,103.21
p,998.38,1108.56,110.18,91.13
a,1203.14,1271.65,68.51,94.58
s,1351.14,1413.7,62.56,79.49
s,1487.72,1558.51,70.78,74.03
w,1645.91,1760.35,114.44,87.4
o,1863.45,1938.18,74.73,103.1
r,2088.57,2187.94,99.37,150.39
d,2294.14,2351.0,56.86,106.2
1,2481.33,2583.28,101.95,130.33
2,2627.66,2743.84,116.18,44.38
3,2844.41,2917.84,73.43,100.57
