key,press_time,release_time,dwell_time,flight_time
s,0.0,113.5,113.5,0.0
e,268.46,388.84,120.38,154.96
c,550.45,659.48,109.03,161.61
u,740.33,864.23,123.9,80.85
r,956.42,1036.7,80.28,92.19
e,1129.97,1232.65,102.68,93.27
p,1327.18,1494.76,167.58,94.53
a,1604.31,1730.59,126.29,109.54
s,1845.39,1973.36,127.97,114.8
s,2078.62,2207.86,129.23,105.26
w,2320.08,2401.1,81.02,112.22
o,2591.86,2706.73,114.87,190.76
r,2916.4,3042.43,126.03,209.67
d,3202.92,3332.53,129.61,160.49
1,3491.29,3649.36,158.07,158.76
2,3736.49,3864.68,128.19,87.13
3,4007.08,4137.75,130.67,142.4
