key,press_time,release_time,dwell_time,flight_time
s,0.0,170.08,170.08,0.0
e,439.87,667.39,227.52,269.79
c,884.6,1096.8,212.2,217.21
u,1373.22,1532.24,159.01,276.42
r,1676.75,1891.51,214.76,144.52
e,2135.74,2248.12,112.38,244.23
p,2526.47,2875.64,349.17,278.35
a,3101.76,3368.79,267.03,226.12
s,3529.91,3709.54,179.63,161.12
s,3946.7,4176.29,229.59,237.16
w,4411.05,4655.55,244.5,234.76
o,4840.19,5065.59,225.4,184.64
r,5189.65,5399.07,209.42,124.06
d,5611.52,5787.81,176.29,212.46
1,5851.44,6157.46,306.02,63.63
2,6300.95,6573.34,272.39,143.49
3,6788.46,6986.96,198.5,215.12
