key,press_time,release_time,dwell_time,flight_time
s,0.0,58.69,58.69,0.0
e,145.93,214.35,68.42,87.25
c,295.67,381.28,85.61,81.32
u,468.48,549.61,81.13,87.2
r,612.32,672.8,60.48,62.71
e,758.21,818.23,60.02,85.41
p,887.83,993.46,105.63,69.59
a,1072.4,1155.76,83.36,78.95
s,1231.61,1303.87,72.26,75.85
s,1395.16,1469.46,74.3,91.29
w,1573.38,1662.31,88.93,103.92
o,1764.84,1822.07,57.23,102.54
r,1904.86,1986.04,81.18,82.78
d,2067.11,2129.64,62.53,81.07
1,2211.28,2310.36,99.08,81.64
2,2359.78,2452.01,92.23,49.42
3,2541.91,2653.02,111.11,89.9
