key,press_time,release_time,dwell_time,flight_time
s,0.0,119.02,119.02,0.0
e,273.95,428.64,154.69,154.93
c,618.16,869.59,251.43,189.52
u,1102.39,1254.3,151.91,232.8
r,1444.5,1667.79,223.3,190.2
e,1864.66,2032.87,168.21,196.87
p,2206.03,2394.55,188.52,173.16
a,2500.8,2681.24,180.44,106.25
s,2807.84,3008.81,200.97,126.6
s,3168.98,3366.64,197.66,160.17
w,3565.14,3713.46,148.32,198.5
o,3936.92,4126.44,189.52,223.46
r,4274.3,4450.99,176.69,147.86
d,4624.46,4793.43,168.97,173.47
1,5080.71,5297.85,217.14,287.28
2,5422.26,5625.0,202.73,124.41
3,5756.94,5977.27,220.33,131.95
