key,press_time,release_time,dwell_time,flight_time
s,0.0,60.48,60.48,0.0
e,148.09,244.99,96.9,87.61
c,336.51,454.66,118.16,91.52
u,561.55,661.4,99.85,106.88
r,734.47,848.38,113.91,73.08
e,937.32,1045.53,108.2,88.94
p,1141.62,1235.91,94.29,96.09
a,1358.78,1441.89,83.11,122.87
s,1537.47,1608.15,70.67,95.58
s,1700.25,1749.7,49.44,92.11
w,1844.83,1912.91,68.08,95.14
o,1983.32,2105.82,122.5,70.41
r,2185.68,2283.42,97.74,79.86
d,2373.17,2441.79,68.62,89.75
1,2521.78,2607.12,85.34,79.99
2,2709.9,2795.93,86.03,102.78
3,2961.91,3082.06,120.15,165.98
